,enviro,observer,task,ori,offset,proportion_correct,date
25255,web,p4,spatial,horizontal,2.14,0.6,2021-10-06_16h07
25256,web,p4,spatial,horizontal,2.14,0.6,2021-10-07_11h51
25257,web,p4,spatial,horizontal,2.86,1.0,2021-10-06_09h54
25258,web,p4,spatial,horizontal,2.86,0.9,2021-10-06_11h26
25259,web,p4,spatial,horizontal,2.86,0.8,2021-10-06_11h54
25260,web,p4,spatial,horizontal,2.86,0.8,2021-10-06_16h07
25261,web,p4,spatial,horizontal,2.86,0.9,2021-10-07_11h51
25262,web,p4,spatial,horizontal,3.57,1.0,2021-10-06_09h54
25263,web,p4,spatial,horizontal,3.57,1.0,2021-10-06_11h26
25264,web,p4,spatial,horizontal,3.57,0.6,2021-10-06_11h54
25265,web,p4,spatial,horizontal,3.57,0.8,2021-10-06_16h07
25266,web,p4,spatial,horizontal,3.57,1.0,2021-10-07_11h51
25267,web,p4,spatial,horizontal,4.29,0.9,2021-10-06_09h54
25268,web,p4,spatial,horizontal,4.29,0.9,2021-10-06_11h26
25269,web,p4,spatial,horizontal,4.29,0.8,2021-10-06_11h54
25270,web,p4,spatial,horizontal,4.29,1.0,2021-10-06_16h07
25271,web,p4,spatial,horizontal,4.29,0.9,2021-10-07_11h51
25272,web,p4,spatial,horizontal,5.0,1.0,2021-10-06_09h54
25273,web,p4,spatial,horizontal,5.0,1.0,2021-10-06_11h26
25274,web,p4,spatial,horizontal,5.0,0.7,2021-10-06_11h54
25275,web,p4,spatial,horizontal,5.0,1.0,2021-10-06_16h07
25276,web,p4,spatial,horizontal,5.0,0.9,2021-10-07_11h51
25277,web,p4,spatial,vertical,0.71,0.3,2021-10-06_09h48
25278,web,p4,spatial,vertical,0.71,0.8,2021-10-06_11h28
25279,web,p4,spatial,vertical,0.71,0.6,2021-10-06_11h39
25280,web,p4,spatial,vertical,0.71,0.2,2021-10-06_16h05
25281,web,p4,spatial,vertical,0.71,0.7,2021-10-07_11h56
25282,web,p4,spatial,vertical,1.43,0.4,2021-10-06_09h48
25283,web,p4,spatial,vertical,1.43,0.6,2021-10-06_11h28
25284,web,p4,spatial,vertical,1.43,0.7,2021-10-06_11h39
25285,web,p4,spatial,vertical,1.43,0.4,2021-10-06_16h05
25286,web,p4,spatial,vertical,1.43,0.7,2021-10-07_11h56
25287,web,p4,spatial,vertical,2.14,0.5,2021-10-06_09h48
25288,web,p4,spatial,vertical,2.14,0.4,2021-10-06_11h28
25289,web,p4,spatial,vertical,2.14,0.5,2021-10-06_11h39
25290,web,p4,spatial,vertical,2.14,0.8,2021-10-06_16h05
25291,web,p4,spatial,vertical,2.14,0.5,2021-10-07_11h56
25292,web,p4,spatial,vertical,2.86,0.8,2021-10-06_09h48
25293,web,p4,spatial,vertical,2.86,0.7,2021-10-06_11h28
25294,web,p4,spatial,vertical,2.86,0.8,2021-10-06_11h39
25295,web,p4,spatial,vertical,2.86,0.9,2021-10-06_16h05
25296,web,p4,spatial,vertical,2.86,0.7,2021-10-07_11h56
25297,web,p4,spatial,vertical,3.57,0.7,2021-10-06_09h48
25298,web,p4,spatial,vertical,3.57,0.9,2021-10-06_11h28
25299,web,p4,spatial,vertical,3.57,0.8,2021-10-06_11h39
25300,web,p4,spatial,vertical,3.57,1.0,2021-10-06_16h05
25301,web,p4,spatial,vertical,3.57,1.0,2021-10-07_11h56
25302,web,p4,spatial,vertical,4.29,1.0,2021-10-06_09h48
25303,web,p4,spatial,vertical,4.29,0.8,2021-10-06_11h28
25304,web,p4,spatial,vertical,4.29,0.9,2021-10-06_11h39
25305,web,p4,spatial,vertical,4.29,1.0,2021-10-06_16h05
25306,web,p4,spatial,vertical,4.29,0.9,2021-10-07_11h56
25307,web,p4,spatial,vertical,5.0,1.0,2021-10-06_09h48
25308,web,p4,spatial,vertical,5.0,1.0,2021-10-06_11h28
25309,web,p4,spatial,vertical,5.0,0.9,2021-10-06_11h39
25310,web,p4,spatial,vertical,5.0,1.0,2021-10-06_16h05
25311,web,p4,spatial,vertical,5.0,1.0,2021-10-07_11h56
25312,web,p4,spatial,minus45,10.71,0.4,2021-10-06_10h14
25313,web,p4,spatial,minus45,10.71,0.7,2021-10-06_10h16
25314,web,p4,spatial,minus45,10.71,0.9,2021-10-06_11h52
25315,web,p4,spatial,minus45,10.71,0.6,2021-10-07_11h37
25316,web,p4,spatial,minus45,10.71,0.5,2021-10-07_12h01
25317,web,p4,spatial,minus45,14.29,0.7,2021-10-06_10h14
25318,web,p4,spatial,minus45,14.29,0.8,2021-10-06_10h16
25319,web,p4,spatial,minus45,14.29,0.9,2021-10-06_11h52
25320,web,p4,spatial,minus45,14.29,0.7,2021-10-07_11h37
25321,web,p4,spatial,minus45,14.29,0.6,2021-10-07_12h01
25322,web,p4,spatial,minus45,17.86,0.8,2021-10-06_10h14
25323,web,p4,spatial,minus45,17.86,0.6,2021-10-06_10h16
25324,web,p4,spatial,minus45,17.86,0.7,2021-10-06_11h52
25325,web,p4,spatial,minus45,17.86,0.7,2021-10-07_11h37
25326,web,p4,spatial,minus45,17.86,0.8,2021-10-07_12h01
25327,web,p4,spatial,minus45,21.43,0.7,2021-10-06_10h14
25328,web,p4,spatial,minus45,21.43,0.7,2021-10-06_10h16
25329,web,p4,spatial,minus45,21.43,0.6,2021-10-06_11h52
25330,web,p4,spatial,minus45,21.43,0.9,2021-10-07_11h37
25331,web,p4,spatial,minus45,21.43,0.9,2021-10-07_12h01
25332,web,p4,spatial,minus45,25.0,0.6,2021-10-06_10h14
25333,web,p4,spatial,minus45,25.0,0.7,2021-10-06_10h16
25334,web,p4,spatial,minus45,25.0,0.7,2021-10-06_11h52
25335,web,p4,spatial,minus45,25.0,1.0,2021-10-07_11h37
25336,web,p4,spatial,minus45,25.0,0.9,2021-10-07_12h01
25337,web,p4,spatial,minus45,3.57,0.5,2021-10-06_10h14
25338,web,p4,spatial,minus45,3.57,0.3,2021-10-06_10h16
25339,web,p4,spatial,minus45,3.57,0.5,2021-10-06_11h52
25340,web,p4,spatial,minus45,3.57,0.5,2021-10-07_11h37
25341,web,p4,spatial,minus45,3.57,0.5,2021-10-07_12h01
25342,web,p4,spatial,minus45,7.14,0.6,2021-10-06_10h14
25343,web,p4,spatial,minus45,7.14,0.7,2021-10-06_10h16
25344,web,p4,spatial,minus45,7.14,0.6,2021-10-06_11h52
25345,web,p4,spatial,minus45,7.14,0.6,2021-10-07_11h37
25346,web,p4,spatial,minus45,7.14,0.5,2021-10-07_12h01
25347,web,p4,spatial,plus45,10.71,0.5,2021-10-06_09h51
25348,web,p4,spatial,plus45,10.71,0.7,2021-10-06_11h50
25349,web,p4,spatial,plus45,10.71,0.5,2021-10-06_16h09
25350,web,p4,spatial,plus45,10.71,0.7,2021-10-06_16h24
25351,web,p4,spatial,plus45,10.71,0.5,2021-10-07_11h49
25352,web,p4,spatial,plus45,14.29,0.5,2021-10-06_09h51
25353,web,p4,spatial,plus45,14.29,0.8,2021-10-06_11h50
25354,web,p4,spatial,plus45,14.29,0.8,2021-10-06_16h09
25355,web,p4,spatial,plus45,14.29,0.6,2021-10-06_16h24
25356,web,p4,spatial,plus45,14.29,0.7,2021-10-07_11h49
25357,web,p4,spatial,plus45,17.86,0.5,2021-10-06_09h51
25358,web,p4,spatial,plus45,17.86,0.6,2021-10-06_11h50
25359,web,p4,spatial,plus45,17.86,0.8,2021-10-06_16h09
25360,web,p4,spatial,plus45,17.86,0.4,2021-10-06_16h24
25361,web,p4,spatial,plus45,17.86,0.8,2021-10-07_11h49
25362,web,p4,spatial,plus45,21.43,0.8,2021-10-06_09h51
25363,web,p4,spatial,plus45,21.43,0.8,2021-10-06_11h50
25364,web,p4,spatial,plus45,21.43,0.7,2021-10-06_16h09
25365,web,p4,spatial,plus45,21.43,0.7,2021-10-06_16h24
25366,web,p4,spatial,plus45,21.43,0.8,2021-10-07_11h49
25367,web,p4,spatial,plus45,25.0,0.9,2021-10-06_09h51
25368,web,p4,spatial,plus45,25.0,0.6,2021-10-06_11h50
25369,web,p4,spatial,plus45,25.0,0.9,2021-10-06_16h09
25370,web,p4,spatial,plus45,25.0,0.7,2021-10-06_16h24
25371,web,p4,spatial,plus45,25.0,0.9,2021-10-07_11h49
25372,web,p4,spatial,plus45,3.57,0.7,2021-10-06_09h51
25373,web,p4,spatial,plus45,3.57,0.5,2021-10-06_11h50
25374,web,p4,spatial,plus45,3.57,0.2,2021-10-06_16h09
25375,web,p4,spatial,plus45,3.57,0.6,2021-10-06_16h24
25376,web,p4,spatial,plus45,3.57,0.5,2021-10-07_11h49
25377,web,p4,spatial,plus45,7.14,0.6,2021-10-06_09h51
25378,web,p4,spatial,plus45,7.14,0.8,2021-10-06_11h50
25379,web,p4,spatial,plus45,7.14,0.8,2021-10-06_16h09
25380,web,p4,spatial,plus45,7.14,0.3,2021-10-06_16h24
25381,web,p4,spatial,plus45,7.14,0.5,2021-10-07_11h49
25382,web,p4,spatial,cardinal,0.71,0.4,2021-10-06_09h54
25383,web,p4,spatial,cardinal,0.71,0.7,2021-10-06_11h26
25384,web,p4,spatial,cardinal,0.71,0.5,2021-10-06_11h54
25385,web,p4,spatial,cardinal,0.71,0.6,2021-10-06_16h07
25386,web,p4,spatial,cardinal,0.71,0.6,2021-10-07_11h51
25387,web,p4,spatial,cardinal,0.71,0.3,2021-10-06_09h48
25388,web,p4,spatial,cardinal,0.71,0.8,2021-10-06_11h28
25389,web,p4,spatial,cardinal,0.71,0.6,2021-10-06_11h39
25390,web,p4,spatial,cardinal,0.71,0.2,2021-10-06_16h05
25391,web,p4,spatial,cardinal,0.71,0.7,2021-10-07_11h56
25392,web,p4,spatial,cardinal,1.43,0.6,2021-10-06_09h54
25393,web,p4,spatial,cardinal,1.43,0.8,2021-10-06_11h26
25394,web,p4,spatial,cardinal,1.43,0.5,2021-10-06_11h54
25395,web,p4,spatial,cardinal,1.43,0.7,2021-10-06_16h07
25396,web,p4,spatial,cardinal,1.43,0.8,2021-10-07_11h51
25397,web,p4,spatial,cardinal,1.43,0.4,2021-10-06_09h48
25398,web,p4,spatial,cardinal,1.43,0.6,2021-10-06_11h28
25399,web,p4,spatial,cardinal,1.43,0.7,2021-10-06_11h39
25400,web,p4,spatial,cardinal,1.43,0.4,2021-10-06_16h05
25401,web,p4,spatial,cardinal,1.43,0.7,2021-10-07_11h56
25402,web,p4,spatial,cardinal,2.14,0.9,2021-10-06_09h54
25403,web,p4,spatial,cardinal,2.14,0.8,2021-10-06_11h26
25404,web,p4,spatial,cardinal,2.14,0.8,2021-10-06_11h54
25405,web,p4,spatial,cardinal,2.14,0.6,2021-10-06_16h07
25406,web,p4,spatial,cardinal,2.14,0.6,2021-10-07_11h51
25407,web,p4,spatial,cardinal,2.14,0.5,2021-10-06_09h48
25408,web,p4,spatial,cardinal,2.14,0.4,2021-10-06_11h28
25409,web,p4,spatial,cardinal,2.14,0.5,2021-10-06_11h39
25410,web,p4,spatial,cardinal,2.14,0.8,2021-10-06_16h05
25411,web,p4,spatial,cardinal,2.14,0.5,2021-10-07_11h56
25412,web,p4,spatial,cardinal,2.86,1.0,2021-10-06_09h54
25413,web,p4,spatial,cardinal,2.86,0.9,2021-10-06_11h26
25414,web,p4,spatial,cardinal,2.86,0.8,2021-10-06_11h54
25415,web,p4,spatial,cardinal,2.86,0.8,2021-10-06_16h07
25416,web,p4,spatial,cardinal,2.86,0.9,2021-10-07_11h51
25417,web,p4,spatial,cardinal,2.86,0.8,2021-10-06_09h48
25418,web,p4,spatial,cardinal,2.86,0.7,2021-10-06_11h28
25419,web,p4,spatial,cardinal,2.86,0.8,2021-10-06_11h39
25420,web,p4,spatial,cardinal,2.86,0.9,2021-10-06_16h05
25421,web,p4,spatial,cardinal,2.86,0.7,2021-10-07_11h56
25422,web,p4,spatial,cardinal,3.57,1.0,2021-10-06_09h54
25423,web,p4,spatial,cardinal,3.57,1.0,2021-10-06_11h26
25424,web,p4,spatial,cardinal,3.57,0.6,2021-10-06_11h54
25425,web,p4,spatial,cardinal,3.57,0.8,2021-10-06_16h07
25426,web,p4,spatial,cardinal,3.57,1.0,2021-10-07_11h51
25427,web,p4,spatial,cardinal,3.57,0.7,2021-10-06_09h48
25428,web,p4,spatial,cardinal,3.57,0.9,2021-10-06_11h28
25429,web,p4,spatial,cardinal,3.57,0.8,2021-10-06_11h39
25430,web,p4,spatial,cardinal,3.57,1.0,2021-10-06_16h05
25431,web,p4,spatial,cardinal,3.57,1.0,2021-10-07_11h56
25432,web,p4,spatial,cardinal,4.29,0.9,2021-10-06_09h54
25433,web,p4,spatial,cardinal,4.29,0.9,2021-10-06_11h26
25434,web,p4,spatial,cardinal,4.29,0.8,2021-10-06_11h54
25435,web,p4,spatial,cardinal,4.29,1.0,2021-10-06_16h07
25436,web,p4,spatial,cardinal,4.29,0.9,2021-10-07_11h51
25437,web,p4,spatial,cardinal,4.29,1.0,2021-10-06_09h48
25438,web,p4,spatial,cardinal,4.29,0.8,2021-10-06_11h28
25439,web,p4,spatial,cardinal,4.29,0.9,2021-10-06_11h39
25440,web,p4,spatial,cardinal,4.29,1.0,2021-10-06_16h05
25441,web,p4,spatial,cardinal,4.29,0.9,2021-10-07_11h56
25442,web,p4,spatial,cardinal,5.0,1.0,2021-10-06_09h54
25443,web,p4,spatial,cardinal,5.0,1.0,2021-10-06_11h26
25444,web,p4,spatial,cardinal,5.0,0.7,2021-10-06_11h54
25445,web,p4,spatial,cardinal,5.0,1.0,2021-10-06_16h07
25446,web,p4,spatial,cardinal,5.0,0.9,2021-10-07_11h51
25447,web,p4,spatial,cardinal,5.0,1.0,2021-10-06_09h48
25448,web,p4,spatial,cardinal,5.0,1.0,2021-10-06_11h28
25449,web,p4,spatial,cardinal,5.0,0.9,2021-10-06_11h39
25450,web,p4,spatial,cardinal,5.0,1.0,2021-10-06_16h05
25451,web,p4,spatial,cardinal,5.0,1.0,2021-10-07_11h56
25452,web,p4,spatial,oblique,10.71,0.4,2021-10-06_10h14
25453,web,p4,spatial,oblique,10.71,0.7,2021-10-06_10h16
25454,web,p4,spatial,oblique,10.71,0.9,2021-10-06_11h52
25455,web,p4,spatial,oblique,10.71,0.6,2021-10-07_11h37
25456,web,p4,spatial,oblique,10.71,0.5,2021-10-07_12h01
25457,web,p4,spatial,oblique,10.71,0.5,2021-10-06_09h51
25458,web,p4,spatial,oblique,10.71,0.7,2021-10-06_11h50
25459,web,p4,spatial,oblique,10.71,0.5,2021-10-06_16h09
25460,web,p4,spatial,oblique,10.71,0.7,2021-10-06_16h24
25461,web,p4,spatial,oblique,10.71,0.5,2021-10-07_11h49
25462,web,p4,spatial,oblique,14.29,0.7,2021-10-06_10h14
25463,web,p4,spatial,oblique,14.29,0.8,2021-10-06_10h16
25464,web,p4,spatial,oblique,14.29,0.9,2021-10-06_11h52
25465,web,p4,spatial,oblique,14.29,0.7,2021-10-07_11h37
25466,web,p4,spatial,oblique,14.29,0.6,2021-10-07_12h01
25467,web,p4,spatial,oblique,14.29,0.5,2021-10-06_09h51
25468,web,p4,spatial,oblique,14.29,0.8,2021-10-06_11h50
25469,web,p4,spatial,oblique,14.29,0.8,2021-10-06_16h09
25470,web,p4,spatial,oblique,14.29,0.6,2021-10-06_16h24
25471,web,p4,spatial,oblique,14.29,0.7,2021-10-07_11h49
25472,web,p4,spatial,oblique,17.86,0.8,2021-10-06_10h14
25473,web,p4,spatial,oblique,17.86,0.6,2021-10-06_10h16
25474,web,p4,spatial,oblique,17.86,0.7,2021-10-06_11h52
25475,web,p4,spatial,oblique,17.86,0.7,2021-10-07_11h37
25476,web,p4,spatial,oblique,17.86,0.8,2021-10-07_12h01
25477,web,p4,spatial,oblique,17.86,0.5,2021-10-06_09h51
25478,web,p4,spatial,oblique,17.86,0.6,2021-10-06_11h50
25479,web,p4,spatial,oblique,17.86,0.8,2021-10-06_16h09
25480,web,p4,spatial,oblique,17.86,0.4,2021-10-06_16h24
25481,web,p4,spatial,oblique,17.86,0.8,2021-10-07_11h49
25482,web,p4,spatial,oblique,21.43,0.7,2021-10-06_10h14
25483,web,p4,spatial,oblique,21.43,0.7,2021-10-06_10h16
25484,web,p4,spatial,oblique,21.43,0.6,2021-10-06_11h52
25485,web,p4,spatial,oblique,21.43,0.9,2021-10-07_11h37
25486,web,p4,spatial,oblique,21.43,0.9,2021-10-07_12h01
25487,web,p4,spatial,oblique,21.43,0.8,2021-10-06_09h51
25488,web,p4,spatial,oblique,21.43,0.8,2021-10-06_11h50
25489,web,p4,spatial,oblique,21.43,0.7,2021-10-06_16h09
25490,web,p4,spatial,oblique,21.43,0.7,2021-10-06_16h24
25491,web,p4,spatial,oblique,21.43,0.8,2021-10-07_11h49
25492,web,p4,spatial,oblique,25.0,0.6,2021-10-06_10h14
25493,web,p4,spatial,oblique,25.0,0.7,2021-10-06_10h16
25494,web,p4,spatial,oblique,25.0,0.7,2021-10-06_11h52
25495,web,p4,spatial,oblique,25.0,1.0,2021-10-07_11h37
25496,web,p4,spatial,oblique,25.0,0.9,2021-10-07_12h01
25497,web,p4,spatial,oblique,25.0,0.9,2021-10-06_09h51
25498,web,p4,spatial,oblique,25.0,0.6,2021-10-06_11h50
25499,web,p4,spatial,oblique,25.0,0.9,2021-10-06_16h09
25500,web,p4,spatial,oblique,25.0,0.7,2021-10-06_16h24
25501,web,p4,spatial,oblique,25.0,0.9,2021-10-07_11h49
25502,web,p4,spatial,oblique,3.57,0.5,2021-10-06_10h14
25503,web,p4,spatial,oblique,3.57,0.3,2021-10-06_10h16
25504,web,p4,spatial,oblique,3.57,0.5,2021-10-06_11h52
25505,web,p4,spatial,oblique,3.57,0.5,2021-10-07_11h37
25506,web,p4,spatial,oblique,3.57,0.5,2021-10-07_12h01
25507,web,p4,spatial,oblique,3.57,0.7,2021-10-06_09h51
25508,web,p4,spatial,oblique,3.57,0.5,2021-10-06_11h50
25509,web,p4,spatial,oblique,3.57,0.2,2021-10-06_16h09
25510,web,p4,spatial,oblique,3.57,0.6,2021-10-06_16h24
25511,web,p4,spatial,oblique,3.57,0.5,2021-10-07_11h49
25512,web,p4,spatial,oblique,7.14,0.6,2021-10-06_10h14
25513,web,p4,spatial,oblique,7.14,0.7,2021-10-06_10h16
25514,web,p4,spatial,oblique,7.14,0.6,2021-10-06_11h52
25515,web,p4,spatial,oblique,7.14,0.6,2021-10-07_11h37
25516,web,p4,spatial,oblique,7.14,0.5,2021-10-07_12h01
25517,web,p4,spatial,oblique,7.14,0.6,2021-10-06_09h51
25518,web,p4,spatial,oblique,7.14,0.8,2021-10-06_11h50
25519,web,p4,spatial,oblique,7.14,0.8,2021-10-06_16h09
25520,web,p4,spatial,oblique,7.14,0.3,2021-10-06_16h24
25521,web,p4,spatial,oblique,7.14,0.5,2021-10-07_11h49
2226,lab,p5,temporal,horizontal,0.71,0.7,7d10m2021y16h43m
2227,lab,p5,temporal,horizontal,0.71,0.6,7d10m2021y16h32m
2228,lab,p5,temporal,horizontal,0.71,0.7,7d10m2021y14h52m
2229,lab,p5,temporal,horizontal,0.71,0.8,12d10m2021y13h16m
2230,lab,p5,temporal,horizontal,0.71,0.5,12d10m2021y13h4m
2231,lab,p5,temporal,horizontal,1.43,0.5,7d10m2021y16h43m
2232,lab,p5,temporal,horizontal,1.43,1.0,7d10m2021y16h32m
2233,lab,p5,temporal,horizontal,1.43,0.8,7d10m2021y14h52m
2234,lab,p5,temporal,horizontal,1.43,0.9,12d10m2021y13h16m
2235,lab,p5,temporal,horizontal,1.43,0.5,12d10m2021y13h4m
2236,lab,p5,temporal,horizontal,2.14,0.9,7d10m2021y16h43m
2237,lab,p5,temporal,horizontal,2.14,1.0,7d10m2021y16h32m
2238,lab,p5,temporal,horizontal,2.14,1.0,7d10m2021y14h52m
2239,lab,p5,temporal,horizontal,2.14,1.0,12d10m2021y13h16m
2240,lab,p5,temporal,horizontal,2.14,0.9,12d10m2021y13h4m
2241,lab,p5,temporal,horizontal,2.86,0.9,7d10m2021y16h43m
2242,lab,p5,temporal,horizontal,2.86,0.8,7d10m2021y16h32m
2243,lab,p5,temporal,horizontal,2.86,1.0,7d10m2021y14h52m
2244,lab,p5,temporal,horizontal,2.86,1.0,12d10m2021y13h16m
2245,lab,p5,temporal,horizontal,2.86,0.8,12d10m2021y13h4m
2246,lab,p5,temporal,horizontal,3.57,1.0,7d10m2021y16h43m
2247,lab,p5,temporal,horizontal,3.57,1.0,7d10m2021y16h32m
2248,lab,p5,temporal,horizontal,3.57,1.0,7d10m2021y14h52m
2249,lab,p5,temporal,horizontal,3.57,1.0,12d10m2021y13h16m
2250,lab,p5,temporal,horizontal,3.57,1.0,12d10m2021y13h4m
2251,lab,p5,temporal,horizontal,4.29,1.0,7d10m2021y16h43m
2252,lab,p5,temporal,horizontal,4.29,1.0,7d10m2021y16h32m
2253,lab,p5,temporal,horizontal,4.29,1.0,7d10m2021y14h52m
2254,lab,p5,temporal,horizontal,4.29,1.0,12d10m2021y13h16m
2255,lab,p5,temporal,horizontal,4.29,1.0,12d10m2021y13h4m
2256,lab,p5,temporal,horizontal,5.0,1.0,7d10m2021y16h43m
2257,lab,p5,temporal,horizontal,5.0,1.0,7d10m2021y16h32m
2258,lab,p5,temporal,horizontal,5.0,0.9,7d10m2021y14h52m
2259,lab,p5,temporal,horizontal,5.0,1.0,12d10m2021y13h16m
2260,lab,p5,temporal,horizontal,5.0,1.0,12d10m2021y13h4m
2261,lab,p5,temporal,vertical,0.71,0.7,12d10m2021y13h38m
2262,lab,p5,temporal,vertical,0.71,0.6,12d10m2021y13h28m
2263,lab,p5,temporal,vertical,0.71,0.7,7d10m2021y14h45m
2264,lab,p5,temporal,vertical,0.71,0.5,12d10m2021y13h31m
2265,lab,p5,temporal,vertical,0.71,0.6,7d10m2021y14h42m
2266,lab,p5,temporal,vertical,1.43,0.9,12d10m2021y13h38m
2267,lab,p5,temporal,vertical,1.43,0.9,12d10m2021y13h28m
2268,lab,p5,temporal,vertical,1.43,0.8,7d10m2021y14h45m
2269,lab,p5,temporal,vertical,1.43,0.8,12d10m2021y13h31m
2270,lab,p5,temporal,vertical,1.43,0.6,7d10m2021y14h42m
2271,lab,p5,temporal,vertical,2.14,0.9,12d10m2021y13h38m
2272,lab,p5,temporal,vertical,2.14,0.8,12d10m2021y13h28m
2273,lab,p5,temporal,vertical,2.14,0.9,7d10m2021y14h45m
2274,lab,p5,temporal,vertical,2.14,1.0,12d10m2021y13h31m
2275,lab,p5,temporal,vertical,2.14,0.8,7d10m2021y14h42m
2276,lab,p5,temporal,vertical,2.86,0.9,12d10m2021y13h38m
2277,lab,p5,temporal,vertical,2.86,1.0,12d10m2021y13h28m
2278,lab,p5,temporal,vertical,2.86,1.0,7d10m2021y14h45m
2279,lab,p5,temporal,vertical,2.86,0.9,12d10m2021y13h31m
2280,lab,p5,temporal,vertical,2.86,0.9,7d10m2021y14h42m
2281,lab,p5,temporal,vertical,3.57,1.0,12d10m2021y13h38m
2282,lab,p5,temporal,vertical,3.57,1.0,12d10m2021y13h28m
2283,lab,p5,temporal,vertical,3.57,1.0,7d10m2021y14h45m
2284,lab,p5,temporal,vertical,3.57,1.0,12d10m2021y13h31m
2285,lab,p5,temporal,vertical,3.57,1.0,7d10m2021y14h42m
2286,lab,p5,temporal,vertical,4.29,1.0,12d10m2021y13h38m
2287,lab,p5,temporal,vertical,4.29,1.0,12d10m2021y13h28m
2288,lab,p5,temporal,vertical,4.29,1.0,7d10m2021y14h45m
2289,lab,p5,temporal,vertical,4.29,1.0,12d10m2021y13h31m
2290,lab,p5,temporal,vertical,4.29,1.0,7d10m2021y14h42m
2291,lab,p5,temporal,vertical,5.0,1.0,12d10m2021y13h38m
2292,lab,p5,temporal,vertical,5.0,0.9,12d10m2021y13h28m
2293,lab,p5,temporal,vertical,5.0,1.0,7d10m2021y14h45m
2294,lab,p5,temporal,vertical,5.0,1.0,12d10m2021y13h31m
2295,lab,p5,temporal,vertical,5.0,1.0,7d10m2021y14h42m
2296,lab,p5,temporal,minus45,10.71,1.0,7d10m2021y15h4m
2297,lab,p5,temporal,minus45,10.71,1.0,12d10m2021y13h22m
2298,lab,p5,temporal,minus45,10.71,0.8,7d10m2021y15h11m
2299,lab,p5,temporal,minus45,10.71,1.0,12d10m2021y13h1m
2300,lab,p5,temporal,minus45,10.71,0.8,12d10m2021y13h19m
2301,lab,p5,temporal,minus45,14.29,1.0,7d10m2021y15h4m
2302,lab,p5,temporal,minus45,14.29,1.0,12d10m2021y13h22m
2303,lab,p5,temporal,minus45,14.29,1.0,7d10m2021y15h11m
2304,lab,p5,temporal,minus45,14.29,0.7,12d10m2021y13h1m
2305,lab,p5,temporal,minus45,14.29,0.9,12d10m2021y13h19m
2306,lab,p5,temporal,minus45,17.86,1.0,7d10m2021y15h4m
2307,lab,p5,temporal,minus45,17.86,1.0,12d10m2021y13h22m
2308,lab,p5,temporal,minus45,17.86,0.9,7d10m2021y15h11m
2309,lab,p5,temporal,minus45,17.86,1.0,12d10m2021y13h1m
2310,lab,p5,temporal,minus45,17.86,0.8,12d10m2021y13h19m
2311,lab,p5,temporal,minus45,21.43,1.0,7d10m2021y15h4m
2312,lab,p5,temporal,minus45,21.43,1.0,12d10m2021y13h22m
2313,lab,p5,temporal,minus45,21.43,1.0,7d10m2021y15h11m
2314,lab,p5,temporal,minus45,21.43,1.0,12d10m2021y13h1m
2315,lab,p5,temporal,minus45,21.43,0.9,12d10m2021y13h19m
2316,lab,p5,temporal,minus45,25.0,0.9,7d10m2021y15h4m
2317,lab,p5,temporal,minus45,25.0,1.0,12d10m2021y13h22m
2318,lab,p5,temporal,minus45,25.0,0.9,7d10m2021y15h11m
2319,lab,p5,temporal,minus45,25.0,1.0,12d10m2021y13h1m
2320,lab,p5,temporal,minus45,25.0,1.0,12d10m2021y13h19m
2321,lab,p5,temporal,minus45,3.57,0.5,7d10m2021y15h4m
2322,lab,p5,temporal,minus45,3.57,0.6,12d10m2021y13h22m
2323,lab,p5,temporal,minus45,3.57,0.6,7d10m2021y15h11m
2324,lab,p5,temporal,minus45,3.57,0.6,12d10m2021y13h1m
2325,lab,p5,temporal,minus45,3.57,0.6,12d10m2021y13h19m
2326,lab,p5,temporal,minus45,7.14,0.7,7d10m2021y15h4m
2327,lab,p5,temporal,minus45,7.14,0.3,12d10m2021y13h22m
2328,lab,p5,temporal,minus45,7.14,0.8,7d10m2021y15h11m
2329,lab,p5,temporal,minus45,7.14,0.6,12d10m2021y13h1m
2330,lab,p5,temporal,minus45,7.14,0.6,12d10m2021y13h19m
2331,lab,p5,temporal,plus45,10.71,1.0,12d10m2021y13h12m
2332,lab,p5,temporal,plus45,10.71,0.8,12d10m2021y13h47m
2333,lab,p5,temporal,plus45,10.71,0.9,7d10m2021y16h35m
2334,lab,p5,temporal,plus45,10.71,0.9,12d10m2021y13h41m
2335,lab,p5,temporal,plus45,10.71,0.8,12d10m2021y13h52m
2336,lab,p5,temporal,plus45,14.29,1.0,12d10m2021y13h12m
2337,lab,p5,temporal,plus45,14.29,0.9,12d10m2021y13h47m
2338,lab,p5,temporal,plus45,14.29,1.0,7d10m2021y16h35m
2339,lab,p5,temporal,plus45,14.29,1.0,12d10m2021y13h41m
2340,lab,p5,temporal,plus45,14.29,0.9,12d10m2021y13h52m
2341,lab,p5,temporal,plus45,17.86,1.0,12d10m2021y13h12m
2342,lab,p5,temporal,plus45,17.86,1.0,12d10m2021y13h47m
2343,lab,p5,temporal,plus45,17.86,1.0,7d10m2021y16h35m
2344,lab,p5,temporal,plus45,17.86,1.0,12d10m2021y13h41m
2345,lab,p5,temporal,plus45,17.86,0.9,12d10m2021y13h52m
2346,lab,p5,temporal,plus45,21.43,1.0,12d10m2021y13h12m
